Season,Round,Season_Round,Grand_Prix,Driver,Team,Quali_Position,Pole_Gap_Position,Pole_Time,Quali_Time,Normalised_Pole_Gap
2024,2,2024-02,Saudi Arabian Grand Prix,RIC,Racing Bulls,14,14,87.472,89.025,0.017754253
2024,2,2024-02,Saudi Arabian Grand Prix,HUL,Haas F1 Team,15,15,87.472,89.055,0.01809722
2024,2,2024-02,Saudi Arabian Grand Prix,BOT,Kick Sauber,16,16,87.472,89.179,0.019514816
2024,2,2024-02,Saudi Arabian Grand Prix,OCO,Alpine,17,17,87.472,89.475,0.022898756
2024,2,2024-02,Saudi Arabian Grand Prix,GAS,Alpine,18,18,87.472,89.479,0.022944485
2024,2,2024-02,Saudi Arabian Grand Prix,SAR,Williams,19,19,87.472,89.526,0.0234818
2024,3,2024-03,Australian Grand Prix,VER,Red Bull Racing,1,1,75.915,75.915,0
2024,3,2024-03,Australian Grand Prix,SAI,Ferrari,2,2,75.915,76.185,0.003556609
2024,3,2024-03,Australian Grand Prix,PER,Red Bull Racing,3,3,75.915,76.274,0.004728973
2024,3,2024-03,Australian Grand Prix,NOR,McLaren,4,5,75.915,76.315,0.005269051
2024,3,2024-03,Australian Grand Prix,LEC,Ferrari,5,4,75.915,76.304,0.005124152
2024,3,2024-03,Australian Grand Prix,PIA,McLaren,6,6,75.915,76.572,0.008654416
2024,3,2024-03,Australian Grand Prix,RUS,Mercedes,7,8,75.915,76.724,0.010656655
2024,3,2024-03,Australian Grand Prix,TSU,Racing Bulls,8,10,75.915,76.788,0.011499704
2024,3,2024-03,Australian Grand Prix,STR,Aston Martin,9,9,75.915,76.78,0.011394323
2024,3,2024-03,Australian Grand Prix,ALO,Aston Martin,10,7,75.915,76.71,0.010472239
2024,3,2024-03,Australian Grand Prix,HAM,Mercedes,11,11,75.915,76.96,0.013765396
2024,3,2024-03,Australian Grand Prix,ALB,Williams,12,12,75.915,77.13,0.016004742
2024,3,2024-03,Australian Grand Prix,BOT,Kick Sauber,13,13,75.915,77.34,0.018770994
2024,3,2024-03,Australian Grand Prix,MAG,Haas F1 Team,14,14,75.915,77.427,0.019917012
2024,3,2024-03,Australian Grand Prix,OCO,Alpine,15,15,75.915,77.617,0.022419812
2024,3,2024-03,Australian Grand Prix,HUL,Haas F1 Team,16,16,75.915,77.976,0.027148785
2024,3,2024-03,Australian Grand Prix,GAS,Alpine,17,17,75.915,77.982,0.027227821
2024,3,2024-03,Australian Grand Prix,RIC,Racing Bulls,18,18,75.915,78.085,0.028584601
2024,3,2024-03,Australian Grand Prix,ZHO,Kick Sauber,19,19,75.915,78.188,0.029941382
2024,4,2024-04,Japanese Grand Prix,VER,Red Bull Racing,1,1,88.197,88.197,0
2024,4,2024-04,Japanese Grand Prix,PER,Red Bull Racing,2,2,88.197,88.263,0.000748325
2024,4,2024-04,Japanese Grand Prix,NOR,McLaren,3,3,88.197,88.489,0.00331077
2024,4,2024-04,Japanese Grand Prix,SAI,Ferrari,4,4,88.197,88.682,0.005499053
2024,4,2024-04,Japanese Grand Prix,ALO,Aston Martin,5,5,88.197,88.686,0.005544406
2024,4,2024-04,Japanese Grand Prix,PIA,McLaren,6,6,88.197,88.76,0.006383437
2024,4,2024-04,Japanese Grand Prix,HAM,Mercedes,7,7,88.197,88.766,0.006451467
2024,4,2024-04,Japanese Grand Prix,LEC,Ferrari,8,8,88.197,88.786,0.006678232
2024,4,2024-04,Japanese Grand Prix,RUS,Mercedes,9,9,88.197,89.008,0.009195324
2024,4,2024-04,Japanese Grand Prix,TSU,Racing Bulls,10,10,88.197,89.413,0.013787317
2024,4,2024-04,Japanese Grand Prix,RIC,Racing Bulls,11,11,88.197,89.472,0.014456274
2024,4,2024-04,Japanese Grand Prix,HUL,Haas F1 Team,12,12,88.197,89.494,0.014705716
2024,4,2024-04,Japanese Grand Prix,BOT,Kick Sauber,13,13,88.197,89.593,0.015828203
2024,4,2024-04,Japanese Grand Prix,ALB,Williams,14,14,88.197,89.714,0.017200132
2024,4,2024-04,Japanese Grand Prix,OCO,Alpine,15,15,88.197,89.811,0.018299942
2024,4,2024-04,Japanese Grand Prix,STR,Aston Martin,16,16,88.197,90.024,0.02071499
2024,4,2024-04,Japanese Grand Prix,GAS,Alpine,17,17,88.197,90.119,0.021792124
2024,4,2024-04,Japanese Grand Prix,MAG,Haas F1 Team,18,18,88.197,90.131,0.021928183
2024,4,2024-04,Japanese Grand Prix,SAR,Williams,19,19,88.197,90.139,0.02201889
2024,4,2024-04,Japanese Grand Prix,ZHO,Kick Sauber,20,20,88.197,90.143,0.022064243
2024,5,2024-05,Chinese Grand Prix,VER,Red Bull Racing,1,1,93.66,93.66,0
2024,5,2024-05,Chinese Grand Prix,PER,Red Bull Racing,2,2,93.66,93.982,0.003437967
2024,5,2024-05,Chinese Grand Prix,ALO,Aston Martin,3,3,93.66,94.148,0.005210335
2024,5,2024-05,Chinese Grand Prix,NOR,McLaren,4,4,93.66,94.165,0.005391843
2024,5,2024-05,Chinese Grand Prix,PIA,McLaren,5,5,93.66,94.273,0.00654495
2024,5,2024-05,Chinese Grand Prix,LEC,Ferrari,6,6,93.66,94.289,0.00671578
2024,5,2024-05,Chinese Grand Prix,SAI,Ferrari,7,7,93.66,94.297,0.006801196
2024,5,2024-05,Chinese Grand Prix,RUS,Mercedes,8,8,93.66,94.433,0.008253256
2024,5,2024-05,Chinese Grand Prix,HUL,Haas F1 Team,9,9,93.66,94.604,0.010079009
2024,5,2024-05,Chinese Grand Prix,BOT,Kick Sauber,10,10,93.66,94.665,0.010730301
2024,5,2024-05,Chinese Grand Prix,STR,Aston Martin,11,11,93.66,94.838,0.012577408
2024,5,2024-05,Chinese Grand Prix,RIC,Racing Bulls,12,12,93.66,94.934,0.013602392
2024,5,2024-05,Chinese Grand Prix,OCO,Alpine,13,13,93.66,95.223,0.01668802
2024,5,2024-05,Chinese Grand Prix,ALB,Williams,14,14,93.66,95.241,0.016880205
2024,5,2024-05,Chinese Grand Prix,GAS,Alpine,15,15,93.66,95.287,0.017371343
2024,5,2024-05,Chinese Grand Prix,ZHO,Kick Sauber,16,16,93.66,95.505,0.019698911
2024,5,2024-05,Chinese Grand Prix,MAG,Haas F1 Team,17,17,93.66,95.516,0.019816357
2024,5,2024-05,Chinese Grand Prix,HAM,Mercedes,18,18,93.66,95.573,0.020424941
2024,5,2024-05,Chinese Grand Prix,TSU,Racing Bulls,19,19,93.66,95.746,0.022272048
2024,5,2024-05,Chinese Grand Prix,SAR,Williams,20,20,93.66,96.358,0.028806321
2024,6,2024-06,Miami Grand Prix,VER,Red Bull Racing,1,1,87.241,87.241,0
2024,6,2024-06,Miami Grand Prix,LEC,Ferrari,2,2,87.241,87.382,0.001616213
2024,6,2024-06,Miami Grand Prix,SAI,Ferrari,3,3,87.241,87.455,0.002452975
2024,6,2024-06,Miami Grand Prix,PER,Red Bull Racing,4,4,87.241,87.46,0.002510288
2024,6,2024-06,Miami Grand Prix,NOR,McLaren,5,5,87.241,87.594,0.004046263
2024,6,2024-06,Miami Grand Prix,PIA,McLaren,6,6,87.241,87.675,0.004974725
2024,6,2024-06,Miami Grand Prix,RUS,Mercedes,7,9,87.241,88.067,0.009468025
2024,6,2024-06,Miami Grand Prix,HAM,Mercedes,8,7,87.241,87.697,0.0052269
2024,6,2024-06,Miami Grand Prix,HUL,Haas F1 Team,9,10,87.241,88.146,0.010373563
2024,6,2024-06,Miami Grand Prix,TSU,Racing Bulls,10,11,87.241,88.167,0.010614275
2024,6,2024-06,Miami Grand Prix,STR,Aston Martin,11,12,87.241,88.177,0.0107289
2024,6,2024-06,Miami Grand Prix,GAS,Alpine,12,8,87.241,87.976,0.008424938
2024,6,2024-06,Miami Grand Prix,OCO,Alpine,13,13,87.241,88.209,0.0110957
2024,6,2024-06,Miami Grand Prix,ALB,Williams,14,14,87.241,88.343,0.012631675
2024,6,2024-06,Miami Grand Prix,ALO,Aston Martin,15,15,87.241,88.427,0.013594526
2024,6,2024-06,Miami Grand Prix,BOT,Kick Sauber,16,16,87.241,88.463,0.014007176
2024,6,2024-06,Miami Grand Prix,SAR,Williams,17,17,87.241,88.487,0.014282276
2024,6,2024-06,Miami Grand Prix,RIC,Racing Bulls,18,18,87.241,88.617,0.015772401
2024,6,2024-06,Miami Grand Prix,MAG,Haas F1 Team,19,19,87.241,88.619,0.015795326
2024,6,2024-06,Miami Grand Prix,ZHO,Kick Sauber,20,20,87.241,88.824,0.018145138
2024,7,2024-07,Emilia Romagna Grand Prix,VER,Red Bull Racing,1,1,74.746,74.746,0
2024,7,2024-07,Emilia Romagna Grand Prix,PIA,McLaren,2,2,74.746,74.82,0.00099002
2024,7,2024-07,Emilia Romagna Grand Prix,NOR,McLaren,3,3,74.746,74.837,0.001217456
2024,7,2024-07,Emilia Romagna Grand Prix,LEC,Ferrari,4,4,74.746,74.97,0.002996816
2024,7,2024-07,Emilia Romagna Grand Prix,SAI,Ferrari,5,5,74.746,75.233,0.006515399
2024,7,2024-07,Emilia Romagna Grand Prix,RUS,Mercedes,6,6,74.746,75.234,0.006528777
2024,7,2024-07,Emilia Romagna Grand Prix,TSU,Racing Bulls,7,7,74.746,75.358,0.008187729
2024,7,2024-07,Emilia Romagna Grand Prix,HAM,Mercedes,8,8,74.746,75.504,0.010141011
2024,7,2024-07,Emilia Romagna Grand Prix,RIC,Racing Bulls,9,10,74.746,75.674,0.01241538
2024,7,2024-07,Emilia Romagna Grand Prix,HUL,Haas F1 Team,10,9,74.746,75.569,0.011010623
2024,7,2024-07,Emilia Romagna Grand Prix,PER,Red Bull Racing,11,11,74.746,75.706,0.012843497
2024,7,2024-07,Emilia Romagna Grand Prix,OCO,Alpine,12,12,74.746,75.906,0.015519225
2024,7,2024-07,Emilia Romagna Grand Prix,STR,Aston Martin,13,13,74.746,75.992,0.016669788
2024,7,2024-07,Emilia Romagna Grand Prix,ALB,Williams,14,15,74.746,76.2,0.019452546
2024,7,2024-07,Emilia Romagna Grand Prix,GAS,Alpine,15,14,74.746,76.015,0.016977497
2024,7,2024-07,Emilia Romagna Grand Prix,BOT,Kick Sauber,16,16,74.746,76.626,0.025151848
2024,7,2024-07,Emilia Romagna Grand Prix,ZHO,Kick Sauber,17,17,74.746,76.834,0.027934605
2024,7,2024-07,Emilia Romagna Grand Prix,MAG,Haas F1 Team,18,18,74.746,76.854,0.028202178
2024,7,2024-07,Emilia Romagna Grand Prix,ALO,Aston Martin,19,19,74.746,76.917,0.029045033
2024,8,2024-08,Monaco Grand Prix,LEC,Ferrari,1,1,70.27,70.27,0
2024,8,2024-08,Monaco Grand Prix,PIA,McLaren,2,2,70.27,70.424,0.002191547
2024,8,2024-08,Monaco Grand Prix,SAI,Ferrari,3,3,70.27,70.518,0.003529244
2024,8,2024-08,Monaco Grand Prix,NOR,McLaren,4,4,70.27,70.542,0.003870784
2024,8,2024-08,Monaco Grand Prix,RUS,Mercedes,5,5,70.27,70.543,0.003885015
2024,8,2024-08,Monaco Grand Prix,VER,Red Bull Racing,6,6,70.27,70.567,0.004226555
2024,8,2024-08,Monaco Grand Prix,HAM,Mercedes,7,7,70.27,70.621,0.004995019
2024,8,2024-08,Monaco Grand Prix,TSU,Racing Bulls,8,8,70.27,70.858,0.008367724
2024,8,2024-08,Monaco Grand Prix,ALB,Williams,9,10,70.27,70.948,0.009648499
2024,8,2024-08,Monaco Grand Prix,GAS,Alpine,10,9,70.27,70.896,0.008908496
2024,8,2024-08,Monaco Grand Prix,OCO,Alpine,11,11,70.27,71.285,0.014444286
2024,8,2024-08,Monaco Grand Prix,RIC,Racing Bulls,12,13,70.27,71.482,0.017247759
2024,8,2024-08,Monaco Grand Prix,STR,Aston Martin,13,14,70.27,71.563,0.018400455
2024,8,2024-08,Monaco Grand Prix,HUL,Haas F1 Team,14,12,70.27,71.44,0.016650064
2024,8,2024-08,Monaco Grand Prix,ALO,Aston Martin,14,16,70.27,72.019,0.024889711
2024,8,2024-08,Monaco Grand Prix,SAR,Williams,15,17,70.27,72.02,0.024903942
2024,8,2024-08,Monaco Grand Prix,MAG,Haas F1 Team,15,15,70.27,71.725,0.020705849
2024,8,2024-08,Monaco Grand Prix,PER,Red Bull Racing,16,18,70.27,72.06,0.025473175
2024,8,2024-08,Monaco Grand Prix,BOT,Kick Sauber,17,19,70.27,72.512,0.031905507
2024,8,2024-08,Monaco Grand Prix,ZHO,Kick Sauber,18,20,70.27,73.028,0.039248612
2024,9,2024-09,Canadian Grand Prix,RUS,Mercedes,1,1,71.742,71.742,0
2024,9,2024-09,Canadian Grand Prix,VER,Red Bull Racing,2,3,71.742,72,0.00359622
2024,9,2024-09,Canadian Grand Prix,NOR,McLaren,3,4,71.742,72.021,0.003888935
2024,9,2024-09,Canadian Grand Prix,PIA,McLaren,4,5,71.742,72.103,0.00503192
2024,9,2024-09,Canadian Grand Prix,RIC,Racing Bulls,5,6,71.742,72.178,0.006077333
2024,9,2024-09,Canadian Grand Prix,ALO,Aston Martin,6,7,71.742,72.228,0.006774274
2024,9,2024-09,Canadian Grand Prix,HAM,Mercedes,7,2,71.742,71.979,0.003303504
2024,9,2024-09,Canadian Grand Prix,TSU,Racing Bulls,8,8,71.742,72.303,0.007819687
2024,9,2024-09,Canadian Grand Prix,STR,Aston Martin,9,10,71.742,72.659,0.012781913
2024,9,2024-09,Canadian Grand Prix,ALB,Williams,10,9,71.742,72.485,0.010356555
2024,9,2024-09,Canadian Grand Prix,LEC,Ferrari,11,11,71.742,72.691,0.013227956
2024,9,2024-09,Canadian Grand Prix,SAI,Ferrari,12,12,71.742,72.728,0.013743693
2024,9,2024-09,Canadian Grand Prix,SAR,Williams,13,13,71.742,72.736,0.013855203
2024,9,2024-09,Canadian Grand Prix,MAG,Haas F1 Team,14,14,71.742,72.916,0.016364194
2024,9,2024-09,Canadian Grand Prix,GAS,Alpine,15,15,71.742,72.94,0.016698726
2024,9,2024-09,Canadian Grand Prix,PER,Red Bull Racing,16,16,71.742,73.326,0.022079117
2024,9,2024-09,Canadian Grand Prix,BOT,Kick Sauber,17,17,71.742,73.366,0.02263667
2024,9,2024-09,Canadian Grand Prix,OCO,Alpine,18,18,71.742,73.435,0.02359845
2024,9,2024-09,Canadian Grand Prix,HUL,Haas F1 Team,19,19,71.742,73.978,0.031167238
2024,9,2024-09,Canadian Grand Prix,ZHO,Kick Sauber,20,20,71.742,74.292,0.035544033
2024,10,2024-10,Spanish Grand Prix,NOR,McLaren,1,1,71.383,71.383,0
2024,10,2024-10,Spanish Grand Prix,VER,Red Bull Racing,2,2,71.383,71.403,0.000280179
2024,10,2024-10,Spanish Grand Prix,HAM,Mercedes,3,3,71.383,71.701,0.004454842
2024,10,2024-10,Spanish Grand Prix,RUS,Mercedes,4,4,71.383,71.703,0.00448286
2024,10,2024-10,Spanish Grand Prix,LEC,Ferrari,5,5,71.383,71.731,0.00487511
2024,10,2024-10,Spanish Grand Prix,SAI,Ferrari,6,6,71.383,71.736,0.004945155
2024,10,2024-10,Spanish Grand Prix,GAS,Alpine,7,7,71.383,71.857,0.006640236
2024,10,2024-10,Spanish Grand Prix,PER,Red Bull Racing,8,9,71.383,72.054,0.009399997
2024,10,2024-10,Spanish Grand Prix,OCO,Alpine,9,10,71.383,72.109,0.010170489
2024,10,2024-10,Spanish Grand Prix,PIA,McLaren,10,8,71.383,72.011,0.008797613
2024,10,2024-10,Spanish Grand Prix,ALO,Aston Martin,11,11,71.383,72.128,0.010436659
2024,10,2024-10,Spanish Grand Prix,BOT,Kick Sauber,12,12,71.383,72.227,0.011823543
2024,10,2024-10,Spanish Grand Prix,HUL,Haas F1 Team,13,13,71.383,72.31,0.012986285
2024,10,2024-10,Spanish Grand Prix,STR,Aston Martin,14,14,71.383,72.372,0.013854839
2024,10,2024-10,Spanish Grand Prix,ZHO,Kick Sauber,15,15,71.383,72.738,0.018982111
2024,10,2024-10,Spanish Grand Prix,MAG,Haas F1 Team,16,16,71.383,72.937,0.021769889
2024,10,2024-10,Spanish Grand Prix,TSU,Racing Bulls,17,17,71.383,72.985,0.022442318
2024,10,2024-10,Spanish Grand Prix,RIC,Racing Bulls,18,18,71.383,73.075,0.023703123
2024,10,2024-10,Spanish Grand Prix,ALB,Williams,19,19,71.383,73.153,0.02479582
2024,10,2024-10,Spanish Grand Prix,SAR,Williams,20,20,71.383,73.509,0.029783002
2024,11,2024-11,Austrian Grand Prix,VER,Red Bull Racing,1,1,64.314,64.314,0
2024,11,2024-11,Austrian Grand Prix,NOR,McLaren,2,2,64.314,64.718,0.006281681
2024,11,2024-11,Austrian Grand Prix,RUS,Mercedes,3,3,64.314,64.84,0.008178624
2024,11,2024-11,Austrian Grand Prix,SAI,Ferrari,4,4,64.314,64.851,0.008349659
2024,11,2024-11,Austrian Grand Prix,HAM,Mercedes,5,5,64.314,64.903,0.009158193
2024,11,2024-11,Austrian Grand Prix,LEC,Ferrari,6,6,64.314,65.044,0.011350561
2024,11,2024-11,Austrian Grand Prix,PIA,McLaren,7,7,64.314,65.048,0.011412756
2024,11,2024-11,Austrian Grand Prix,PER,Red Bull Racing,8,8,64.314,65.144,0.012905433
2024,11,2024-11,Austrian Grand Prix,HUL,Haas F1 Team,9,9,64.314,65.262,0.014740181
2024,11,2024-11,Austrian Grand Prix,OCO,Alpine,10,10,64.314,65.274,0.014926766
2024,11,2024-11,Austrian Grand Prix,RIC,Racing Bulls,11,11,64.314,65.289,0.015159996
2024,11,2024-11,Austrian Grand Prix,MAG,Haas F1 Team,12,12,64.314,65.347,0.016061822
2024,11,2024-11,Austrian Grand Prix,GAS,Alpine,13,13,64.314,65.359,0.016248406
2024,11,2024-11,Austrian Grand Prix,TSU,Racing Bulls,14,14,64.314,65.412,0.017072488
2024,11,2024-11,Austrian Grand Prix,ALO,Aston Martin,15,15,64.314,65.639,0.020602046
2024,11,2024-11,Austrian Grand Prix,ALB,Williams,16,16,64.314,65.736,0.022110271
2024,11,2024-11,Austrian Grand Prix,STR,Aston Martin,17,17,64.314,65.819,0.023400815
2024,11,2024-11,Austrian Grand Prix,BOT,Kick Sauber,18,18,64.314,65.847,0.023836179
2024,11,2024-11,Austrian Grand Prix,SAR,Williams,19,19,64.314,65.856,0.023976117
2024,11,2024-11,Austrian Grand Prix,ZHO,Kick Sauber,20,20,64.314,66.061,0.027163604
2024,12,2024-12,British Grand Prix,RUS,Mercedes,1,1,85.819,85.819,0
2024,12,2024-12,British Grand Prix,HAM,Mercedes,2,2,85.819,85.99,0.001992566
2024,12,2024-12,British Grand Prix,NOR,McLaren,3,3,85.819,86.03,0.002458663
2024,12,2024-12,British Grand Prix,VER,Red Bull Racing,4,4,85.819,86.203,0.004474534
2024,12,2024-12,British Grand Prix,PIA,McLaren,5,5,85.819,86.237,0.004870716
2024,12,2024-12,British Grand Prix,HUL,Haas F1 Team,6,6,85.819,86.338,0.006047612
2024,12,2024-12,British Grand Prix,SAI,Ferrari,7,7,85.819,86.509,0.008040178
2024,12,2024-12,British Grand Prix,STR,Aston Martin,8,8,85.819,86.585,0.008925762
2024,12,2024-12,British Grand Prix,ALB,Williams,9,9,85.819,86.64,0.009566646
2024,12,2024-12,British Grand Prix,ALO,Aston Martin,10,10,85.819,86.73,0.010615365
2024,12,2024-12,British Grand Prix,LEC,Ferrari,11,11,85.819,87.097,0.014891807
2024,12,2024-12,British Grand Prix,SAR,Williams,12,12,85.819,87.175,0.015800697
2024,12,2024-12,British Grand Prix,TSU,Racing Bulls,13,13,85.819,87.269,0.016896025
2024,12,2024-12,British Grand Prix,ZHO,Kick Sauber,14,14,85.819,87.867,0.023864179
2024,12,2024-12,British Grand Prix,RIC,Racing Bulls,15,15,85.819,87.949,0.024819679
2024,12,2024-12,British Grand Prix,BOT,Kick Sauber,16,16,85.819,92.431,0.077045876
2024,12,2024-12,British Grand Prix,MAG,Haas F1 Team,17,17,85.819,92.905,0.082569128
2024,12,2024-12,British Grand Prix,OCO,Alpine,18,18,85.819,94.557,0.101818945
2024,12,2024-12,British Grand Prix,PER,Red Bull Racing,19,19,85.819,98.348,0.145993312
2024,12,2024-12,British Grand Prix,GAS,Alpine,20,20,85.819,99.804,0.162959251
2024,13,2024-13,Hungarian Grand Prix,NOR,McLaren,1,1,75.227,75.227,0
2024,13,2024-13,Hungarian Grand Prix,PIA,McLaren,2,2,75.227,75.249,0.000292448
2024,13,2024-13,Hungarian Grand Prix,VER,Red Bull Racing,3,3,75.227,75.273,0.000611483
2024,13,2024-13,Hungarian Grand Prix,SAI,Ferrari,4,4,75.227,75.696,0.006234464
2024,13,2024-13,Hungarian Grand Prix,HAM,Mercedes,5,5,75.227,75.854,0.008334773
2024,13,2024-13,Hungarian Grand Prix,LEC,Ferrari,6,6,75.227,75.891,0.008826618
2024,13,2024-13,Hungarian Grand Prix,ALO,Aston Martin,7,7,75.227,76.043,0.010847169
2024,13,2024-13,Hungarian Grand Prix,STR,Aston Martin,8,8,75.227,76.075,0.011272548
2024,13,2024-13,Hungarian Grand Prix,RIC,Racing Bulls,9,10,75.227,76.202,0.012960772
2024,13,2024-13,Hungarian Grand Prix,TSU,Racing Bulls,10,9,75.227,76.121,0.011884031
2024,13,2024-13,Hungarian Grand Prix,HUL,Haas F1 Team,11,11,75.227,76.317,0.014489479
2024,13,2024-13,Hungarian Grand Prix,BOT,Kick Sauber,12,12,75.227,76.384,0.015380116
2024,13,2024-13,Hungarian Grand Prix,ALB,Williams,13,13,75.227,76.429,0.015978306
2024,13,2024-13,Hungarian Grand Prix,SAR,Williams,14,14,75.227,76.543,0.017493719
2024,13,2024-13,Hungarian Grand Prix,MAG,Haas F1 Team,15,15,75.227,76.548,0.017560185
2024,13,2024-13,Hungarian Grand Prix,PER,Red Bull Racing,16,16,75.227,77.886,0.035346352
2024,13,2024-13,Hungarian Grand Prix,RUS,Mercedes,17,17,75.227,77.968,0.036436386
2024,13,2024-13,Hungarian Grand Prix,ZHO,Kick Sauber,18,18,75.227,78.037,0.03735361
2024,13,2024-13,Hungarian Grand Prix,OCO,Alpine,19,19,75.227,78.049,0.037513127
2024,13,2024-13,Hungarian Grand Prix,GAS,Alpine,20,20,75.227,78.166,0.03906842
2024,14,2024-14,Belgian Grand Prix,VER,Red Bull Racing,1,1,113.159,113.159,0
2024,14,2024-14,Belgian Grand Prix,LEC,Ferrari,2,2,113.159,113.754,0.005258088
2024,14,2024-14,Belgian Grand Prix,PER,Red Bull Racing,3,3,113.159,113.765,0.005355297
2024,14,2024-14,Belgian Grand Prix,HAM,Mercedes,4,4,113.159,113.835,0.005973895
2024,14,2024-14,Belgian Grand Prix,NOR,McLaren,5,5,113.159,113.981,0.007264115
2024,14,2024-14,Belgian Grand Prix,PIA,McLaren,6,6,113.159,114.027,0.007670623
2024,14,2024-14,Belgian Grand Prix,RUS,Mercedes,7,7,113.159,114.095,0.008271547
2024,14,2024-14,Belgian Grand Prix,SAI,Ferrari,8,8,113.159,114.112,0.008421778
2024,14,2024-14,Belgian Grand Prix,ALO,Aston Martin,9,9,113.159,114.258,0.009711998
2024,14,2024-14,Belgian Grand Prix,OCO,Alpine,10,10,113.159,114.46,0.011497097
2024,14,2024-14,Belgian Grand Prix,ALB,Williams,11,11,113.159,114.473,0.01161198
2024,14,2024-14,Belgian Grand Prix,GAS,Alpine,12,12,113.159,114.635,0.013043594
2024,14,2024-14,Belgian Grand Prix,RIC,Racing Bulls,13,13,113.159,114.682,0.013458938
2024,14,2024-14,Belgian Grand Prix,BOT,Kick Sauber,14,14,113.159,114.764,0.014183582
2024,14,2024-14,Belgian Grand Prix,STR,Aston Martin,15,15,113.159,115.716,0.022596523
2024,14,2024-14,Belgian Grand Prix,HUL,Haas F1 Team,16,16,113.159,116.308,0.0278281
2024,14,2024-14,Belgian Grand Prix,MAG,Haas F1 Team,17,17,113.159,116.5,0.029524828
2024,14,2024-14,Belgian Grand Prix,TSU,Racing Bulls,18,18,113.159,116.593,0.03034668
2024,14,2024-14,Belgian Grand Prix,SAR,Williams,19,19,113.159,117.23,0.035975928
2024,14,2024-14,Belgian Grand Prix,ZHO,Kick Sauber,20,20,113.159,117.775,0.04079216
2024,15,2024-15,Dutch Grand Prix,NOR,McLaren,1,1,69.673,69.673,0
